,Opportunity Number,Type,Brand,State,Country,First Contact Type,Date of First Contact,Date of Giving Proposal,Date of Closing,Number of Contacts,Opportunity Amount (in USD),Customer Size By Revenue,Revenue From Customer (in USD),Customer Size By Number of Employees,Competitor Type,Anonymous Variable 1,Anonymous Variable 2,Anonymous Variable 3,Anonymous Variable 4,Sale
0.529958725,36309,Biscuit,Covenant,Washington,United States,Email,1/1/2014,5/1/2014,5/1/2014,2,88000,USD 0 - 9999,USD 200000 and above,0 to 10,Unknown,0,1,0,1,Yes
0.623052034,9743,Beverage,Fanta,Utah,United States,Email,27-01-2014,1/2/2014,1/2/2014,2,100000,USD 0 - 9999,USD 0,0 to 10,Unknown,1,0,0,1,Yes
0.684609274,16764,Biscuit,Covenant,Arizona,United States,Email,2/1/2014,3/1/2014,10/1/2014,3,2266,USD 0 - 9999,USD 100000 - 199999,0 to 10,Unknown,0.118421,0,0,0.118421,Yes
0.748273513,14373,Biscuit,Chips Ahoy,Utah,United States,Email,15-01-2014,26-01-2014,29-01-2014,8,488000,USD 100000 - 249999,USD 0,0 to 10,Known,0.29078,0.049645,0.439716,0.780141,Yes
0.351832357,1921,Beverage,Pepsi,Utah,United States,Email,12/1/2014,16-01-2014,17-01-2014,3,46012,USD 0 - 9999,USD 0,0 to 10,Unknown,0,0.826923,0,0.826923,Yes
0.625052108,44389,Biscuit,Ritz,Utah,United States,Email,23-01-2014,17-02-2014,17-02-2014,2,122699,USD 0 - 9999,USD 0,0 to 10,Unknown,0,1,0,1,Yes
0.543468967,30506,Biscuit,Oreo,Utah,United States,Email,14-01-2014,27-02-2014,27-02-2014,2,110000,USD 0 - 9999,USD 200000 and above,0 to 10,Unknown,0,1,0,1,Yes
0.736248988,139,Biscuit,Covenant,Washington,United States,Email,10/1/2014,10/1/2014,11/1/2014,2,27000,USD 0 - 9999,USD 25000 - 99999,0 to 10,Unknown,0,0,0,0,Yes
0.622134025,37016,Biscuit,Arbo,Oregon,United States,Email,25-01-2014,27-01-2014,27-01-2014,4,120000,USD 0 - 9999,USD 100000 - 199999,0 to 10,Unknown,0,0.125,0.875,1,Yes
0.586983649,19804,Biscuit,Chips Ahoy,Oregon,United States,Email,15-01-2014,25-02-2014,25-02-2014,5,110000,USD 0 - 9999,USD 0,0 to 10,Known,0.009662,0.86715,0.123188,1,Yes
0.944293031,29253,Biscuit,Chips Ahoy,Utah,United States,Email,2/1/2014,8/1/2014,10/1/2014,3,61000,USD 10000 - 24999,USD 100000 - 199999,0 to 10,Known,0,0.746667,0,0.746667,Yes
0.64836385,34673,Biscuit,Nabisco,Arizona,United States,Email,5/1/2014,20-01-2014,20-01-2014,5,56000,USD 25000 - 49999,USD 0,41 and above,Unknown,0.02649,0.271523,0.701987,1,Yes
0.961975614,40410,Beverage,Fanta,Utah,United States,Email,18-01-2014,20-01-2014,20-01-2014,2,100000,USD 0 - 9999,USD 100000 - 199999,0 to 10,Known,0,1,0,1,Yes
0.377172777,18028,Beverage,Coca Cola,Utah,United States,Email,31-01-2014,2/2/2014,3/2/2014,4,53375,USD 0 - 9999,USD 100000 - 199999,0 to 10,Known,0,0,0.571429,0.571429,Yes
0.703261697,45657,Beverage,Fanta,Utah,United States,Email,9/1/2014,17-01-2014,17-01-2014,2,613496,USD 0 - 9999,USD 0,0 to 10,Known,0,1,0,1,Yes
0.832941538,31787,Biscuit,Ritz,Arizona,United States,Email,15-01-2014,16-01-2014,16-01-2014,2,60200,USD 0 - 9999,USD 0,0 to 10,None,0,0,1,1,Yes
0.148270566,7620,Biscuit,Nabisco,California,United States,Email,1/1/2014,5/1/2014,5/1/2014,2,15000,USD 10000 - 24999,USD 0,41 and above,Unknown,1,0,0,1,Yes
0.37684907,12778,Biscuit,Ritz,Texas,United States,Email,13-01-2014,13-02-2014,13-02-2014,2,150000,USD 0 - 9999,USD 0,0 to 10,Unknown,1,0,0,1,Yes
0.408738044,15128,Biscuit,Arbo,Montana,United States,Email,25-01-2014,25-01-2014,25-01-2014,3,228000,USD 10000 - 24999,USD 0,0 to 10,Unknown,0,0,1,1,Yes
0.634950619,44748,Biscuit,Oreo,Arizona,United States,Email,8/1/2014,14-01-2014,14-01-2014,5,24000,USD 10000 - 24999,USD 0,0 to 10,Known,0,0.516129,0.370968,0.887097,Yes
0.002433601,26898,Biscuit,Chips Ahoy,Washington,United States,Email,1/1/2014,7/1/2014,14-01-2014,3,15000,USD 0 - 9999,USD 25000 - 99999,0 to 10,Unknown,0,0.450382,0,0.450382,Yes
0.625694134,6643,Biscuit,Arbo,Montana,United States,Email,27-01-2014,27-01-2014,27-01-2014,2,65000,USD 0 - 9999,USD 0,0 to 10,Unknown,0,0,0,0,Yes
0.774212933,43500,Biscuit,Covenant,Utah,United States,Email,19-01-2014,25-01-2014,25-01-2014,4,57032,USD 50000 - 99999,USD 0,11 to 20,Unknown,0,0.183333,0.816667,1,Yes
0.441555814,35760,Biscuit,Nabisco,Arizona,United States,Email,10/1/2014,9/2/2014,9/2/2014,3,2514,USD 10000 - 24999,USD 0,21 to 30,None,0,0,1,1,Yes
0.491992345,42486,Beverage,Fanta,Arizona,United States,Email,21-01-2014,15-04-2014,15-04-2014,8,150000,USD 100000 - 249999,USD 200000 and above,0 to 10,Unknown,0.377672,0.5962,0.026128,1,Yes
0.132388095,23667,Biscuit,Arbo,Montana,United States,Email,29-01-2014,3/2/2014,3/2/2014,5,18000,USD 10000 - 24999,USD 0,11 to 20,Unknown,0,0.829787,0.170213,1,Yes
0.324151253,2246,Biscuit,Chips Ahoy,Utah,United States,Email,11/1/2014,4/3/2014,4/3/2014,7,40000,USD 50000 - 99999,USD 0,31 to 40,Known,0.878846,0.019231,0.101923,1,Yes
0.18724942,6785,Biscuit,Nabisco,Washington,United States,Email,15-01-2014,26-01-2014,26-01-2014,5,175000,USD 10000 - 24999,USD 0,31 to 40,Known,0.605263,0.087719,0.307018,1,Yes
0.555971796,16321,Beverage,Fanta,Utah,United States,Email,20-01-2014,27-01-2014,27-01-2014,2,31000,USD 0 - 9999,USD 0,0 to 10,Unknown,0,1,0,1,Yes
0.262578063,43940,Biscuit,Arbo,California,United States,Email,19-01-2014,27-02-2014,27-02-2014,4,287023,USD 0 - 9999,USD 0,0 to 10,Known,0.092545,0.025707,0.881748,1,Yes
0.532817458,12670,Biscuit,Arbo,Utah,United States,Email,16-01-2014,17-01-2014,17-01-2014,4,5300,USD 100000 - 249999,USD 200000 and above,0 to 10,Unknown,0,0.909091,0,0.909091,Yes
0.251232128,23975,Biscuit,Covenant,Arizona,United States,Email,11/1/2014,8/2/2014,8/2/2014,4,437000,USD 100000 - 249999,USD 0,41 and above,Known,0,0.378092,0.621908,1,Yes
0.024740339,40456,Beverage,Coca Cola,Montana,United States,Email,30-01-2014,17-02-2014,17-02-2014,2,10000,USD 0 - 9999,USD 0,0 to 10,Known,0,1,0,1,Yes
0.505632206,27807,Beverage,Fanta,Utah,United States,Email,25-01-2014,26-01-2014,26-01-2014,2,1531,USD 100000 - 249999,USD 0,31 to 40,Unknown,0,1,0,1,Yes
0.725581606,24223,Beverage,Coca Cola,Utah,United States,Email,6/1/2014,17-01-2014,17-01-2014,2,2000,USD 0 - 9999,USD 1 - 24999,0 to 10,None,0,1,0,1,Yes
0.725847146,19297,Biscuit,Arbo,Utah,United States,Email,8/1/2014,8/1/2014,14-01-2014,3,9202,USD 0 - 9999,USD 200000 and above,21 to 30,Unknown,0,0,0,0,Yes
0.825632535,22520,Biscuit,Nabisco,Washington,United States,Email,9/1/2014,21-01-2014,21-01-2014,2,63000,USD 0 - 9999,USD 100000 - 199999,0 to 10,Unknown,0,0,1,1,Yes
0.718804577,609,Biscuit,Covenant,Utah,United States,Email,11/1/2014,19-01-2014,19-01-2014,2,277,USD 0 - 9999,USD 1 - 24999,0 to 10,None,1,0,0,1,Yes
0.062705069,28542,Beverage,Fanta,Oregon,United States,Email,5/1/2014,26-01-2014,26-01-2014,2,120000,USD 0 - 9999,USD 25000 - 99999,0 to 10,Unknown,1,0,0,1,Yes
0.1641557,31467,Biscuit,Chips Ahoy,Washington,United States,Email,11/1/2014,19-01-2014,20-01-2014,6,70000,USD 0 - 9999,USD 0,0 to 10,Known,0.448276,0.310345,0.206897,0.965518,Yes
0.84979454,2449,Beverage,Fanta,Utah,United States,Email,20-01-2014,27-01-2014,27-01-2014,4,245398,USD 0 - 9999,USD 200000 and above,0 to 10,Unknown,0,0.101449,0.898551,1,Yes
0.76423128,10139,Biscuit,Nabisco,Arizona,United States,Email,2/1/2014,18-01-2014,18-01-2014,3,26864,USD 0 - 9999,USD 200000 and above,0 to 10,None,0,0,1,1,Yes
0.157259681,934,Biscuit,Arbo,Texas,United States,Email,24-01-2014,20-02-2014,20-02-2014,3,100000,USD 0 - 9999,USD 200000 and above,0 to 10,Unknown,0,0.713208,0.286792,1,Yes
0.474417515,42790,Biscuit,Arbo,Washington,United States,Email,22-01-2014,26-01-2014,26-01-2014,3,32000,USD 0 - 9999,USD 25000 - 99999,0 to 10,Unknown,0,0.02381,0.97619,1,Yes
0.795334595,43583,Beverage,Coca Cola,Utah,United States,Email,5/1/2014,7/1/2014,7/1/2014,2,30000,USD 0 - 9999,USD 0,0 to 10,Unknown,0,0,1,1,Yes
0.42542022,44962,Biscuit,Covenant,Texas,United States,Email,28-01-2014,7/2/2014,13-02-2014,5,557000,USD 0 - 9999,USD 0,0 to 10,Known,0,0.158537,0.47561,0.634147,Yes
0.162277978,27676,Biscuit,Nabisco,California,United States,Email,18-01-2014,19-01-2014,19-01-2014,3,324061,USD 0 - 9999,USD 0,41 and above,None,0,0,1,1,Yes
0.933276994,3644,Biscuit,Nabisco,Arizona,United States,Email,11/1/2014,14-01-2014,14-01-2014,2,9000,USD 0 - 9999,USD 25000 - 99999,0 to 10,Unknown,0,0,1,1,Yes
0.022234533,11605,Beverage,Fanta,Utah,United States,Email,27-01-2014,27-01-2014,28-01-2014,4,294000,USD 50000 - 99999,USD 25000 - 99999,41 and above,None,0,0,0.571429,0.571429,Yes
0.338986823,19418,Beverage,Pepsi,Utah,United States,Email,15-01-2014,15-01-2014,15-01-2014,2,6770,USD 0 - 9999,USD 0,0 to 10,Unknown,0,1,0,1,Yes
0.857253034,38027,Biscuit,Covenant,Utah,United States,Email,15-01-2014,18-01-2014,18-01-2014,3,24000,USD 0 - 9999,USD 0,41 and above,Unknown,0.029412,0,0.970588,1,Yes
0.929610261,5996,Biscuit,Nabisco,California,United States,Email,17-01-2014,17-01-2014,17-01-2014,3,85000,USD 0 - 9999,USD 25000 - 99999,0 to 10,Unknown,0,0,0.333333,0.333333,Yes
0.445649801,37234,Beverage,Fanta,California,United States,Email,15-01-2014,16-01-2014,16-01-2014,3,314759,USD 0 - 9999,USD 100000 - 199999,0 to 10,Unknown,0,0,1,1,Yes
0.375831856,17671,Biscuit,Arbo,Washington,United States,Email,9/1/2014,13-01-2014,13-01-2014,2,10500,USD 0 - 9999,USD 25000 - 99999,0 to 10,Unknown,0,0,1,1,Yes
0.683818938,29700,Beverage,Coca Cola,California,United States,Email,18-01-2014,20-01-2014,22-01-2014,3,15501,USD 0 - 9999,USD 25000 - 99999,0 to 10,None,0.365854,0,0,0.365854,Yes
0.58339563,1567,Biscuit,Nabisco,California,United States,Email,2/1/2014,2/1/2014,2/1/2014,1,38753,USD 0 - 9999,USD 0,0 to 10,Unknown,0,0,0,0,Yes
0.486991604,25487,Biscuit,Covenant,Utah,United States,Email,5/1/2014,5/1/2014,5/1/2014,2,5000,USD 0 - 9999,USD 100000 - 199999,0 to 10,Known,0,0,0,0,Yes
0.738454672,29776,Biscuit,Oreo,Utah,United States,Email,22-01-2014,27-01-2014,27-01-2014,3,200000,USD 0 - 9999,USD 0,0 to 10,Unknown,0.314815,0.685185,0,1,Yes
0.273497971,34110,Biscuit,Oreo,Utah,United States,Email,25-01-2014,17-02-2014,18-02-2014,7,15000,USD 0 - 9999,USD 0,0 to 10,Unknown,0,0.320675,0.637131,0.957806,Yes
0.534849472,5706,Biscuit,Covenant,Utah,United States,Email,1/1/2014,3/1/2014,5/1/2014,4,6500,USD 0 - 9999,USD 0,0 to 10,Unknown,0,0.348837,0.023256,0.372093,Yes
0.11224925,11211,Biscuit,Ritz,California,United States,Email,26-01-2014,27-01-2014,27-01-2014,3,9500,USD 0 - 9999,USD 0,0 to 10,None,0,0,1,1,Yes
0.670550019,9888,Biscuit,Chips Ahoy,Washington,United States,Email,25-01-2014,25-01-2014,25-01-2014,2,15171,USD 0 - 9999,USD 0,0 to 10,Unknown,0,0,1,1,Yes
0.896003355,12466,Biscuit,Nabisco,Arizona,United States,Email,13-01-2014,17-01-2014,17-01-2014,2,504,USD 0 - 9999,USD 0,0 to 10,Unknown,1,0,0,1,Yes
0.158149607,15565,Beverage,Coca Cola,Arizona,United States,Email,20-01-2014,24-01-2014,24-01-2014,3,533660,USD 100000 - 249999,USD 0,41 and above,Unknown,1,0,0,1,Yes
0.712213538,32862,Beverage,Fanta,Utah,United States,Email,20-01-2014,8/2/2014,13-02-2014,9,118079,USD 25000 - 49999,USD 200000 and above,21 to 30,None,0.004184,0.23431,0.564854,0.803348,Yes
0.8532706,724,Biscuit,Oreo,Texas,United States,Email,12/1/2014,17-01-2014,17-01-2014,3,10000,USD 25000 - 49999,USD 0,41 and above,None,1,0,0,1,Yes
0.448420855,32533,Biscuit,Covenant,California,United States,Email,5/1/2014,17-01-2014,17-01-2014,3,500000,USD 10000 - 24999,USD 0,11 to 20,Unknown,0,0.504348,0.495652,1,Yes
0.788602832,10480,Biscuit,Nabisco,Arizona,United States,Email,27-01-2014,2/2/2014,2/2/2014,3,9600,USD 0 - 9999,USD 25000 - 99999,0 to 10,None,0,0.490909,0.509091,1,Yes
0.536030404,10868,Beverage,Coca Cola,Texas,United States,Email,6/1/2014,6/1/2014,6/1/2014,1,106500,USD 0 - 9999,USD 0,0 to 10,Unknown,0,0,0,0,Yes
0.175145851,13737,Biscuit,Arbo,Washington,United States,Email,8/1/2014,17-01-2014,17-01-2014,4,33150,USD 0 - 9999,USD 0,0 to 10,Unknown,0.383721,0.383721,0.232558,1,Yes
0.471314675,2294,Biscuit,Oreo,Utah,United States,Email,29-01-2014,1/2/2014,2/2/2014,4,64000,USD 50000 - 99999,USD 200000 and above,31 to 40,Unknown,0.74359,0,0,0.74359,Yes
0.104331709,45245,Biscuit,Covenant,Utah,United States,Email,6/1/2014,14-01-2014,14-01-2014,5,3000,USD 0 - 9999,USD 0,0 to 10,None,0.013158,0.986842,0,1,Yes
0.351410984,39844,Biscuit,Nabisco,Washington,United States,Email,20-01-2014,20-01-2014,20-01-2014,1,34000,USD 0 - 9999,USD 100000 - 199999,0 to 10,None,0,0,0,0,Yes
0.989424013,18943,Biscuit,Nabisco,Washington,United States,Email,31-01-2014,2/2/2014,2/2/2014,2,35000,USD 0 - 9999,USD 200000 and above,0 to 10,Unknown,0,1,0,1,Yes
0.351793179,5203,Biscuit,Chips Ahoy,Arizona,United States,Email,18-01-2014,24-01-2014,24-01-2014,2,17000,USD 0 - 9999,USD 0,0 to 10,Known,0,0,1,1,Yes
0.434419661,15278,Biscuit,Arbo,Oregon,United States,Email,28-01-2014,7/3/2014,7/3/2014,5,110000,USD 0 - 9999,USD 0,0 to 10,Unknown,0,0.908854,0.075521,0.984375,Yes
0.316392439,4538,Biscuit,Covenant,Utah,United States,Email,1/1/2014,1/1/2014,16-01-2014,2,20000,USD 50000 - 99999,USD 100000 - 199999,41 and above,None,0,0,0,0,Yes
0.073014477,33944,Beverage,Coca Cola,Utah,United States,Email,23-01-2014,27-01-2014,31-01-2014,5,37475,USD 0 - 9999,USD 0,21 to 30,Unknown,0,0.337662,0.12987,0.467532,Yes
0.214425007,24982,Biscuit,Chips Ahoy,Utah,United States,Email,31-01-2014,5/3/2014,5/3/2014,3,30000,USD 0 - 9999,USD 0,41 and above,Known,0.243077,0.756923,0,1,Yes
0.219170739,43248,Biscuit,Nabisco,California,United States,Email,14-01-2014,15-01-2014,15-01-2014,2,7500,USD 0 - 9999,USD 100000 - 199999,0 to 10,Unknown,0,0,1,1,Yes
0.260352541,4589,Beverage,Fanta,California,United States,Email,5/1/2014,9/1/2014,9/1/2014,3,98000,USD 0 - 9999,USD 0,0 to 10,Unknown,0,0.162791,0.837209,1,Yes
0.41641298,42173,Biscuit,Ritz,Oregon,United States,Email,15-01-2014,1/2/2014,5/2/2014,4,41666,USD 0 - 9999,USD 100000 - 199999,0 to 10,Unknown,0,0.097561,0.75122,0.848781,Yes
0.965932068,22775,Biscuit,Nabisco,Arizona,United States,Email,15-01-2014,19-01-2014,19-01-2014,2,12000,USD 0 - 9999,USD 200000 and above,0 to 10,Unknown,0,0,1,1,Yes
0.781771104,45732,Biscuit,Covenant,California,United States,Email,8/1/2014,7/3/2014,11/3/2014,3,255000,USD 50000 - 99999,USD 0,31 to 40,Known,0,0.943274,0,0.943274,Yes
0.139454022,10172,Beverage,Fanta,Montana,United States,Email,2/1/2014,20-01-2014,22-01-2014,6,95572,USD 0 - 9999,USD 25000 - 99999,0 to 10,Unknown,0.406863,0.25,0.220588,0.877451,Yes
0.172099532,44125,Biscuit,Nabisco,Texas,United States,Email,3/1/2014,19-04-2014,19-04-2014,2,55000,USD 0 - 9999,USD 0,0 to 10,Unknown,1,0,0,1,Yes
0.759880364,27999,Beverage,Coca Cola,Utah,United States,Email,30-01-2014,1/2/2014,1/2/2014,2,2000,USD 0 - 9999,USD 200000 and above,0 to 10,Unknown,0,1,0,1,Yes
0.795144467,30589,Beverage,Fanta,Utah,United States,Email,26-01-2014,19-02-2014,20-02-2014,5,151101,USD 100000 - 249999,USD 200000 and above,41 and above,Known,0.01992,0.426295,0.494024,0.940239,Yes
0.287784977,15850,Beverage,Fanta,Oregon,United States,Email,16-01-2014,24-01-2014,24-01-2014,2,35000,USD 0 - 9999,USD 200000 and above,0 to 10,Unknown,0,0,1,1,Yes
0.740218819,35135,Biscuit,Arbo,Montana,United States,Email,6/1/2014,1/2/2014,1/2/2014,5,689000,USD 0 - 9999,USD 200000 and above,0 to 10,Unknown,0,0.202335,0.797665,1,Yes
0.198859442,25031,Biscuit,Covenant,Utah,United States,Email,14-01-2014,14-01-2014,14-01-2014,3,7000,USD 0 - 9999,USD 0,0 to 10,Unknown,0,1,0,1,Yes
0.393226968,37720,Biscuit,Ritz,Oregon,United States,Email,3/1/2014,8/1/2014,8/1/2014,3,44134,USD 0 - 9999,USD 25000 - 99999,0 to 10,None,0,0,1,1,Yes
0.758868103,23454,Biscuit,Arbo,Arizona,United States,Email,11/1/2014,24-01-2014,31-01-2014,5,13844,USD 0 - 9999,USD 0,0 to 10,Unknown,0,0,0.682051,0.682051,Yes
0.218500231,39869,Beverage,Coca Cola,Utah,United States,Email,13-01-2014,15-01-2014,15-01-2014,2,1,USD 25000 - 49999,USD 0,21 to 30,Known,0,1,0,1,Yes
0.160914238,21633,Biscuit,Nabisco,Montana,United States,Email,1/1/2014,14-01-2014,14-01-2014,3,200000,USD 0 - 9999,USD 0,0 to 10,Unknown,0.323308,0.676692,0,1,Yes
0.276745896,7660,Beverage,Pepsi,California,United States,Email,5/1/2014,13-02-2014,18-02-2014,7,500000,USD 0 - 9999,USD 0,0 to 10,Unknown,0,0.086168,0.804989,0.891157,Yes
0.565559921,14132,Biscuit,Chips Ahoy,Texas,United States,Email,5/1/2014,18-01-2014,18-01-2014,2,20000,USD 0 - 9999,USD 0,0 to 10,Known,0,1,0,1,Yes
0.647581639,20652,Beverage,Fanta,Utah,United States,Email,29-01-2014,24-02-2014,24-02-2014,4,61349,USD 50000 - 99999,USD 0,11 to 20,Unknown,0,0.015444,0.984556,1,Yes
0.611023812,25334,Beverage,Coca Cola,Oregon,United States,Email,11/1/2014,24-01-2014,24-01-2014,2,60000,USD 0 - 9999,USD 0,0 to 10,Unknown,0,0,1,1,Yes
0.549720934,20392,Biscuit,Covenant,California,United States,Email,29-01-2014,4/2/2014,6/2/2014,3,106000,USD 0 - 9999,USD 200000 and above,0 to 10,Unknown,0,0,0.818182,0.818182,Yes
0.831483864,15918,Biscuit,Nabisco,Washington,United States,Email,2/1/2014,7/1/2014,7/1/2014,2,170000,USD 0 - 9999,USD 0,0 to 10,Unknown,1,0,0,1,Yes
0.630985476,45087,Biscuit,Arbo,Montana,United States,Email,31-01-2014,3/2/2014,3/2/2014,2,10000,USD 0 - 9999,USD 0,0 to 10,Unknown,1,0,0,1,Yes
0.757976666,1164,Biscuit,Chips Ahoy,Utah,United States,Email,5/1/2014,6/1/2014,6/1/2014,4,15400,USD 100000 - 249999,USD 0,31 to 40,None,0,0,0.875,0.875,Yes
0.523375042,8085,Biscuit,Nabisco,Arizona,United States,Email,13-01-2014,20-01-2014,20-01-2014,2,35000,USD 0 - 9999,USD 200000 and above,0 to 10,None,0,0,1,1,Yes
0.205532394,28266,Biscuit,Ritz,Texas,United States,Email,31-01-2014,14-02-2014,14-02-2014,2,100416,USD 0 - 9999,USD 0,0 to 10,None,0,0,1,1,Yes
0.650413566,33061,Biscuit,Nabisco,Arizona,United States,Email,19-01-2014,20-01-2014,21-01-2014,3,10000,USD 50000 - 99999,USD 1 - 24999,31 to 40,None,0.208333,0,0,0.208333,Yes
0.550547885,8609,Beverage,Fanta,Utah,United States,Email,7/1/2014,16-01-2014,16-01-2014,2,92024,USD 100000 - 249999,USD 0,0 to 10,Unknown,1,0,0,1,Yes
0.560728434,274,Biscuit,Arbo,Texas,United States,Email,8/1/2014,9/1/2014,9/1/2014,3,43000,USD 0 - 9999,USD 1 - 24999,0 to 10,Unknown,0,0.846154,0,0.846154,Yes
0.60698736,18560,Biscuit,Nabisco,Utah,United States,Email,18-01-2014,19-01-2014,19-01-2014,2,155000,USD 50000 - 99999,USD 0,31 to 40,Unknown,0,0,1,1,Yes
0.920331694,22397,Biscuit,Nabisco,Utah,United States,Email,5/1/2014,18-03-2014,18-03-2014,2,101000,USD 100000 - 249999,USD 0,41 and above,Unknown,0,1,0,1,Yes
0.60558207,25864,Beverage,Coca Cola,Texas,United States,Email,5/1/2014,20-02-2014,20-02-2014,2,300000,USD 0 - 9999,USD 0,0 to 10,Unknown,1,0,0,1,Yes
0.374357328,33877,Biscuit,Ritz,Utah,United States,Email,14-01-2014,8/2/2014,8/2/2014,7,50306,USD 0 - 9999,USD 1 - 24999,0 to 10,Unknown,0,0.282258,0.717742,1,Yes
0.531767389,27549,Beverage,Fanta,Montana,United States,Email,3/1/2014,6/2/2014,6/2/2014,2,80000,USD 25000 - 49999,USD 0,0 to 10,Unknown,1,0,0,1,Yes
0.273922618,25098,Biscuit,Covenant,Montana,United States,Email,12/1/2014,27-02-2014,27-02-2014,4,30000,USD 0 - 9999,USD 0,0 to 10,Known,0,0.877193,0.122807,1,Yes
0.25474015,40999,Beverage,Coca Cola,Utah,United States,Email,14-01-2014,14-01-2014,14-01-2014,1,1086,USD 0 - 9999,USD 0,0 to 10,None,0,0,0,0,Yes
0.513648947,10583,Biscuit,Covenant,Montana,United States,Email,4/1/2014,7/1/2014,7/1/2014,3,14000,USD 0 - 9999,USD 1 - 24999,0 to 10,Known,0,0,1,1,Yes
0.471669498,32563,Beverage,Pepsi,Montana,United States,Email,20-01-2014,15-02-2014,15-02-2014,2,0,USD 0 - 9999,USD 0,0 to 10,None,0,1,0,1,Yes
0.054257367,16403,Biscuit,Covenant,Texas,United States,Email,17-01-2014,17-01-2014,17-01-2014,1,100000,USD 0 - 9999,USD 0,0 to 10,Unknown,0,0,0,0,Yes
0.801831278,14940,Biscuit,Ritz,Utah,United States,Email,28-01-2014,6/2/2014,6/2/2014,3,19348,USD 0 - 9999,USD 0,0 to 10,Known,0,0.538462,0.461538,1,Yes
0.354181351,27303,Beverage,Coca Cola,Texas,United States,Email,15-01-2014,25-01-2014,25-01-2014,4,200000,USD 0 - 9999,USD 0,0 to 10,Known,0,0.349515,0.650485,1,Yes
0.593961076,22986,Beverage,Coca Cola,California,United States,Email,26-01-2014,26-01-2014,26-01-2014,1,1880,USD 0 - 9999,USD 0,0 to 10,None,0,0,0,0,Yes
0.467357399,21255,Beverage,Coca Cola,Utah,United States,Email,24-01-2014,24-01-2014,24-01-2014,2,5000,USD 50000 - 99999,USD 0,21 to 30,Unknown,0,0,0,0,Yes
0.564878946,38688,Beverage,Pepsi,Oregon,United States,Email,2/1/2014,14-03-2014,14-03-2014,2,115000,USD 0 - 9999,USD 0,41 and above,Known,0,1,0,1,Yes
0.287057277,32272,Beverage,Coca Cola,California,United States,Email,14-01-2014,25-01-2014,27-01-2014,5,12711,USD 50000 - 99999,USD 25000 - 99999,0 to 10,Unknown,0.055556,0.238095,0.579365,0.873016,Yes
0.292223913,5513,Beverage,Coca Cola,Utah,United States,Email,12/1/2014,24-01-2014,24-01-2014,4,138036,USD 0 - 9999,USD 0,21 to 30,Known,0.231405,0,0.768595,1,Yes
0.5054221,16320,Biscuit,Covenant,Montana,United States,Email,16-01-2014,15-02-2014,21-02-2014,8,7400,USD 0 - 9999,USD 1 - 24999,0 to 10,Known,0.222841,0.601671,0,0.824512,Yes
0.629133077,18798,Biscuit,Ritz,California,United States,Email,7/1/2014,3/2/2014,3/2/2014,3,10000,USD 0 - 9999,USD 0,0 to 10,None,0.945255,0.054745,0,1,Yes
0.082493011,39203,Beverage,Coca Cola,California,United States,Email,14-01-2014,14-01-2014,14-01-2014,1,57,USD 0 - 9999,USD 0,0 to 10,None,0,0,0,0,Yes
0.975429468,16147,Biscuit,Covenant,Utah,United States,Email,2/1/2014,20-01-2014,23-01-2014,4,3000,USD 0 - 9999,USD 1 - 24999,0 to 10,None,0.30622,0.535885,0,0.842105,Yes
0.264800687,16496,Beverage,Coca Cola,Utah,United States,Email,4/1/2014,2/2/2014,2/2/2014,3,500819,USD 100000 - 249999,USD 200000 and above,0 to 10,Known,0.042105,0,0.957895,1,Yes
0.476161356,30922,Biscuit,Nabisco,California,United States,Email,10/1/2014,10/1/2014,10/1/2014,1,1300,USD 0 - 9999,USD 0,0 to 10,Unknown,0,0,0,0,Yes
0.429123503,27297,Biscuit,Arbo,Arizona,United States,Email,28-01-2014,25-05-2014,25-05-2014,5,39000,USD 100000 - 249999,USD 200000 and above,0 to 10,Unknown,0,0.393499,0.606501,1,Yes
0.573639386,5143,Biscuit,Nabisco,Utah,United States,Email,1/1/2014,10/1/2014,10/1/2014,5,25766,USD 0 - 9999,USD 0,0 to 10,Unknown,0.031915,0.478723,0.489362,1,Yes
0.26357019,20758,Biscuit,Arbo,Utah,United States,Email,3/1/2014,17-01-2014,20-01-2014,6,650000,USD 100000 - 249999,USD 200000 and above,31 to 40,Unknown,0.006061,0.387879,0.460606,0.854546,Yes
0.766208075,29457,Biscuit,Chips Ahoy,Utah,United States,Email,15-01-2014,20-01-2014,20-01-2014,3,51000,USD 0 - 9999,USD 0,0 to 10,Known,0,0.730769,0.269231,1,Yes
0.46933082,7780,Biscuit,Nabisco,Arizona,United States,Email,18-01-2014,18-01-2014,18-01-2014,1,10834,USD 50000 - 99999,USD 0,41 and above,None,0,0,0,0,Yes
0.511160929,20266,Beverage,Fanta,Washington,United States,Email,13-01-2014,19-01-2014,19-01-2014,2,2875,USD 0 - 9999,USD 0,0 to 10,Unknown,1,0,0,1,Yes
0.579781458,38155,Biscuit,Nabisco,California,United States,Email,7/1/2014,7/1/2014,7/1/2014,1,25095,USD 0 - 9999,USD 0,0 to 10,Unknown,0,0,0,0,Yes
0.687510065,6153,Biscuit,Covenant,Oregon,United States,Email,10/1/2014,21-01-2014,21-01-2014,2,181440,USD 0 - 9999,USD 0,0 to 10,Known,0,0,1,1,Yes
